baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000000001	6270.36054465604	-1.09872877030274	0.283408418143496	-3.87683886562052	0.000105822390095684	0.00047248788590316
ENSMUSG00000000003	0	NA	NA	NA	NA	NA
ENSMUSG00000000028	1085.28170987954	-2.40034211170465	0.398146333077871	-6.02879371800013	1.65187966963117e-09	1.63947796494367e-08
ENSMUSG00000000031	50.5667143302198	-6.50603193678464	1.4977582992024	-4.34384636042365	1.4000945155112e-05	7.51462553292083e-05
ENSMUSG00000000037	19.7948997592894	-1.38167510104148	0.591570701707303	-2.33560434459295	0.0195118719499576	0.0457107380576259
ENSMUSG00000000049	1.58886107187952	4.26834459368624	2.1568672486871	1.97895563404953	0.0478210015984695	NA
ENSMUSG00000000056	1103.91735624007	-0.284063666563955	0.389204967697486	-0.729856220090044	0.465478075376878	0.610996182331719
ENSMUSG00000000058	59.6802642348751	-0.705192859267769	0.860226420221511	-0.819775866784212	0.412343891144145	0.557119238605777
ENSMUSG00000000078	5100.07308929724	0.829301571328164	0.173126645447491	4.79014405428246	1.66661620283039e-06	1.06012092563608e-05
ENSMUSG00000000085	657.049701491856	0.414945561098574	0.197873527757779	2.0970241234417	0.0359914399231589	0.0767921908845759
ENSMUSG00000000088	2648.52908976017	-0.0304859680924787	0.511578269835997	-0.0595919918612883	0.952480596603881	0.979917153261154
ENSMUSG00000000093	137.958211565059	3.82541883203651	0.61849606094045	6.18503346039066	6.20892986531034e-10	6.49608901606066e-09
ENSMUSG00000000094	1.42102388930743	2.28138945891138	2.22281576790549	1.02635112268485	0.304726108060831	NA
ENSMUSG00000000103	0.0396535815419843	2.64345978525353	408.740684400819	0.00646732729610372	0.99483985537245	NA
ENSMUSG00000000120	3.66413157784352	3.76748639280598	2.34277611903585	1.60812907481593	0.107806912627045	0.1922215871011
ENSMUSG00000000125	56.2560147954414	6.3076619719932	0.752106667925464	8.38665875598687	5.00154124717312e-17	1.20523409847498e-15
ENSMUSG00000000126	105.104840708309	-13.5998128412658	286.03829466813	-0.0475454269402798	0.962078525788346	0.980042869482061
ENSMUSG00000000127	6.28962616675417	-0.778646360595355	0.930940244591303	-0.836408529032057	0.402925116045151	0.547342999808238
ENSMUSG00000000131	9529.88992765719	0.91144063031033	0.23836004124677	3.82379792159346	0.000131411632379551	0.000572067050340167
ENSMUSG00000000134	2130.47302244993	-0.14896780566634	0.340694822076609	-0.437247049304562	0.661932191831981	0.795217266109939
