baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000000001	6270.36054465604	1.21885540305377	0.282464234869221	4.31507869878851	1.5954605453053e-05	7.18394986064827e-05
ENSMUSG00000000003	0	NA	NA	NA	NA	NA
ENSMUSG00000000028	1085.28170987954	-0.378125449248651	0.392088831523862	-0.964387197102908	0.334851838608144	0.474559329130318
ENSMUSG00000000031	50.5667143302198	0.344835995860692	1.34889560932395	0.255643204319954	0.798226354385619	0.946599445239349
ENSMUSG00000000037	19.7948997592894	1.67786768096608	0.684636997655382	2.45074059203948	0.0142562653404103	0.0320333764957557
ENSMUSG00000000049	1.58886107187952	-0.495098876365231	374.343759473436	-0.00132257814865581	0.998944735622379	NA
ENSMUSG00000000056	1103.91735624007	0.348533046160193	0.388504979815737	0.89711345868848	0.369658377766599	0.514369603171353
ENSMUSG00000000058	59.6802642348751	1.48422831235916	0.734115497413847	2.02179128160055	0.0431979188445449	0.0842828960064763
ENSMUSG00000000078	5100.07308929724	1.81032527510097	0.174663787268796	10.3646285438378	3.5915115543065e-25	1.67720669658021e-23
ENSMUSG00000000085	657.049701491856	-0.505592139609383	0.195339885750934	-2.58826884056865	0.0096459664692123	0.0226765749246202
ENSMUSG00000000088	2648.52908976017	-1.72658611186526	0.508191210601493	-3.39751273899775	0.000680014218061696	0.00215716594831683
ENSMUSG00000000093	137.958211565059	-7.02729993254341	0.754459014227921	-9.31435611480476	1.22694453944242e-20	3.80264537835825e-19
ENSMUSG00000000094	1.42102388930743	-0.496863954190875	366.788609570197	-0.00135463299902661	0.998919159575085	NA
ENSMUSG00000000103	0.0396535815419843	-0.487303231149256	406.366230153347	-0.00119917255665011	0.999043198960626	NA
ENSMUSG00000000120	3.66413157784352	-20.8504286995061	284.554170096605	-0.0732740226313589	0.941588063055647	NA
ENSMUSG00000000125	56.2560147954414	-7.45614052671107	1.5722504981292	-4.74233624704397	2.11267583788924e-06	1.1191401794807e-05
ENSMUSG00000000126	105.104840708309	-0.491524045108207	389.050043003324	-0.00126339542675236	0.998991956562973	0.999658309162301
ENSMUSG00000000127	6.28962616675417	16.8093898652547	269.243496821474	0.0624319252412639	0.950218871873749	NA
ENSMUSG00000000131	9529.88992765719	-0.542426278922402	0.238578676735963	-2.27357401065104	0.0229916115471505	0.0487080710819396
ENSMUSG00000000134	2130.47302244993	-0.172116486613927	0.340172004467752	-0.505968993195745	0.612878416885772	0.771053579599592
ENSMUSG00000000142	1382.23856117438	0.222375482115214	0.272780241281177	0.815218437636007	0.414947285837281	0.563776049006389
ENSMUSG00000000148	1162.29803347496	-0.399752573187274	0.18937263336423	-2.11093105738467	0.0347782381346292	0.0697995107775367
ENSMUSG00000000149	1079.13295847085	-2.01913532507818	0.229803967597724	-8.78633796529014	1.54514286118535e-18	3.94457804206606e-17
ENSMUSG00000000154	3.58841580949688	-17.1147499388299	277.363078920049	-0.0617052204838095	0.950797582549268	NA
ENSMUSG00000000157	0.643001291143681	16.6274576822428	287.116456694021	0.0579118935699414	0.953818809324673	NA
ENSMUSG00000000159	7.88419028210961	20.8784009457501	287.777228763021	0.0725505664068474	0.942163765284594	0.985776002103232
ENSMUSG00000000167	16.4446259080216	-3.83988254442337	1.54267826060689	-2.4891013521593	0.0128066451292967	0.0291439920143749
ENSMUSG00000000168	1127.56475080456	-0.206774638874876	0.244345995398862	-0.846237068617983	0.397420506713821	0.544817038320809
ENSMUSG00000000171	2469.01931158445	0.0824419030663446	0.26472333387999	0.311426657627842	0.755476290937163	0.906256000377946
ENSMUSG00000000182	1.54361044714825	20.4087009498675	471.192086126094	0.043312911126453	0.96545209929093	NA
ENSMUSG00000000183	0.48107582593124	-0.492144667283671	386.656483070462	-0.00127282145478467	0.998984435686784	NA
ENSMUSG00000000184	11413.0212540035	0.04873085124688	0.241325757918204	0.201929755311893	0.839971639834148	0.983183284516999
ENSMUSG00000000194	2228.48863583314	0.415237343153043	0.294730007206066	1.40887365724767	0.158872530189094	0.255215012605432
ENSMUSG00000000197	0.729124489120919	-0.495963086259348	370.673289196703	-0.00133800600343813	0.998932425986134	NA
ENSMUSG00000000202	3.24753110421327	-3.68122901827141	2.41541268895467	-1.52405799435647	0.127494224619638	NA
ENSMUSG00000000204	12.2774430477831	-0.516855196205914	0.962228583594579	-0.537143881420679	0.591168231656755	0.748659584618888
ENSMUSG00000000214	0.601207011033442	-17.1273493532082	278.130906864832	-0.0615801729706072	0.950897166648579	NA
ENSMUSG00000000215	0.0528004159126405	-0.488340759739253	402.263153202432	-0.00121398332373113	0.999031381686841	NA
ENSMUSG00000000216	1.76795772224435	-19.4981717257002	269.672113544161	-0.0723032554958903	0.942360573968658	NA
ENSMUSG00000000223	36.3933783217671	-0.588601088522595	1.09569868994349	-0.537192472643144	0.591134670252328	0.748659584618888
ENSMUSG00000000244	5139.41215481661	-2.34126298083677	0.327485113779649	-7.14921955937243	8.72726465975189e-13	1.18509239256773e-11
ENSMUSG00000000247	65.7641895851574	-2.6791312420267	0.335081283931028	-7.99546668377384	1.29083980368427e-15	2.39183383482633e-14
ENSMUSG00000000248	26.0844696793286	15.6060207821374	256.466953725009	0.0608500259213534	0.951478649180731	0.985776002103232
ENSMUSG00000000253	14.6168111774139	-5.05505662249393	1.19815762794844	-4.21902469639953	2.45361398906411e-05	0.000106985516851095
ENSMUSG00000000263	2.61248923769387	-0.4982259437705	360.840524129739	-0.00138073722449024	0.998898331436097	NA
ENSMUSG00000000266	40.396807620131	2.79832218057314	0.735686046462869	3.80369071022523	0.000142556150779016	0.00053010953608632
ENSMUSG00000000275	4137.44289299666	2.95570875003795	0.191694375041769	15.4188600964109	1.22243024872031e-53	2.73570364233097e-51
ENSMUSG00000000276	1360.22898460092	1.44355330019198	0.191278452124394	7.54686836995726	4.45848791556888e-14	7.09405944238992e-13
ENSMUSG00000000278	1318.68997499662	1.14564100827839	0.499112823840599	2.29535478464138	0.0217128003465343	0.0463177736533152
ENSMUSG00000000282	3809.07246200879	0.0301534361016167	0.308275818770481	0.0978131733519672	0.922080646724525	0.985776002103232
ENSMUSG00000000290	15508.0731506829	0.185103090063475	0.138186487026846	1.3395165768091	0.180402561605739	0.283925193313553
ENSMUSG00000000295	425.735309323582	-0.0563321929315171	0.264204014829648	-0.213214749850939	0.831159464058604	0.975251251849235
ENSMUSG00000000296	0.828371629906978	-0.488043781938686	402.733262037656	-0.00121182884043249	0.999033100714537	NA
ENSMUSG00000000301	32.5672305083679	0.906788000150061	0.49999078241214	1.81360943450874	0.0697378769148191	0.126710575178845
ENSMUSG00000000303	43.3885628126452	-0.848080184395122	0.626645781781333	-1.35336454668909	0.175939197827111	0.278272992836786
ENSMUSG00000000305	2.75891933029454	-18.8621713128097	258.30981870993	-0.0730215034295348	0.941789005925836	NA
ENSMUSG00000000308	19.1699567415285	3.81838441409287	0.904962900729646	4.21938226529973	2.44972609364504e-05	0.000106850478683172
ENSMUSG00000000317	5.44902583553474	-0.846170231513896	1.17676768298411	-0.719063111393518	0.47210203475279	NA
ENSMUSG00000000318	1.16513689014125	-0.487927489055641	403.129018930565	-0.00121035069703003	0.999034280101471	NA
ENSMUSG00000000320	8.45940959556364	-3.15106942583048	1.71634395694919	-1.83591955043295	0.0663695557789971	0.121461362062837
ENSMUSG00000000325	147.433296014858	-3.6428405684936	0.498464748750314	-7.30812073998504	2.7090432179139e-13	3.90319671664652e-12
ENSMUSG00000000326	1234.56242745656	-2.12122218328158	0.219747571096439	-9.65299490091137	4.77406942323784e-22	1.68579435043513e-20
ENSMUSG00000000339	607.47746526989	-0.875547909826	0.505824491117862	-1.73093222095881	0.0834638539968095	0.147876735767327
ENSMUSG00000000340	555.4574833261	0.32967320520012	0.348180186851372	0.946846539952164	0.343716982642575	0.484929674545346
ENSMUSG00000000346	11975.4032515066	1.19615452985708	0.272287361800552	4.39298585856971	1.11804402445618e-05	5.17767660022274e-05
