baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000000001	6270.36054465604	0.117422743523004	0.281919679724362	0.416511339817818	0.677035871236136	0.793138052869419
ENSMUSG00000000003	0	NA	NA	NA	NA	NA
ENSMUSG00000000028	1085.28170987954	-2.73857920014484	0.39270684305706	-6.9735968409059	3.08938600256127e-12	5.24866670727955e-11
ENSMUSG00000000031	50.5667143302198	-24.5297072356222	251.864580976156	-0.0973924445452077	0.922414744585685	0.976430409307987
ENSMUSG00000000037	19.7948997592894	-2.23400909168626	0.501112855959505	-4.45809574653337	8.26909671652773e-06	5.1640050499464e-05
ENSMUSG00000000049	1.58886107187952	0.335201624156169	2.49821209087159	0.134176607895298	0.893262922827508	NA
ENSMUSG00000000056	1103.91735624007	-0.100824544799384	0.386234904813681	-0.261044622178882	0.794058096356686	0.892348302086011
ENSMUSG00000000058	59.6802642348751	1.29307314096474	0.738194824850018	1.75166920362447	0.079830705306601	0.146916427768694
ENSMUSG00000000078	5100.07308929724	-0.238904152652698	0.172618756762905	-1.383998802522	0.166358821406017	0.264557504440283
ENSMUSG00000000085	657.049701491856	-0.553333037752682	0.192262056921188	-2.87801476075701	0.00400186413639216	0.0123525933845094
ENSMUSG00000000088	2648.52908976017	0.821632310801729	0.508773843878524	1.61492639743073	0.106326634933078	0.185092833808859
ENSMUSG00000000093	137.958211565059	1.40197176030759	0.630002584725562	2.22534287048728	0.0260582295600266	0.0591206704830271
ENSMUSG00000000094	1.42102388930743	-15.8199234909863	257.487588843371	-0.0614395573862376	0.951009149610039	NA
ENSMUSG00000000103	0.0396535815419843	0.905541127328075	397.974844112982	0.00227537277977047	0.998184516755507	NA
ENSMUSG00000000120	3.66413157784352	0.236699337776924	2.62924186039587	0.0900256995532871	0.928266792454918	0.976430409307987
ENSMUSG00000000125	56.2560147954414	-1.31153032455154	1.11380938337104	-1.177517754952	0.238988915151421	0.352998592795207
ENSMUSG00000000126	105.104840708309	10.6159662336726	1.11166382822679	9.54961919612527	1.3017388442342e-21	5.46587580055969e-20
ENSMUSG00000000127	6.28962616675417	-1.90985320999455	0.861055722192257	-2.21803672023925	0.0265523288061771	0.0600587642825604
ENSMUSG00000000131	9529.88992765719	-0.115565091554171	0.238131472513906	-0.485299529432937	0.627463889242813	0.749472931212236
ENSMUSG00000000134	2130.47302244993	-0.523440412925349	0.33907714062327	-1.54372073553291	0.122656000762106	0.207098275713584
ENSMUSG00000000142	1382.23856117438	2.64082706294663	0.26728024444109	9.88036758372796	5.0646782398691e-23	2.42433485646934e-21
ENSMUSG00000000148	1162.29803347496	0.96180206573601	0.187180099399086	5.13837779135567	2.77120323059331e-07	2.3059638529409e-06
ENSMUSG00000000149	1079.13295847085	-0.769732044971724	0.230833666423439	-3.33457444443885	0.00085430029615066	0.00326232304954062
ENSMUSG00000000154	3.58841580949688	3.12934153151252	1.1324596759546	2.76331387152894	0.00572177154932645	NA
ENSMUSG00000000157	0.643001291143681	0.0421682480762247	2.15867637276181	0.0195343075082045	0.984414868825742	NA
ENSMUSG00000000159	7.88419028210961	4.89733398068418	1.07974156580036	4.5356538414394	5.74253010010185e-06	3.68712032034088e-05
ENSMUSG00000000167	16.4446259080216	-2.06925295133435	1.52976837211303	-1.35265768926582	0.176165013283967	0.276863786370198
ENSMUSG00000000168	1127.56475080456	-0.746276873655225	0.242673549465647	-3.07522956374307	0.00210340586429217	0.00713065015644515
ENSMUSG00000000171	2469.01931158445	0.589161562450348	0.264136290711493	2.23052107252415	0.0257128700892819	0.058542183435898
ENSMUSG00000000182	1.54361044714825	-20.8158209209816	459.087221751614	-0.0453417562823038	0.963834904945341	NA
