ENSEMBL_ID	Associated.Gene.Name	iTreg	naive	nTreg	Th1	Th17	Th2
ENSMUSG00000000001	Gnai3	HE	HE	HE	HE	HE	HE
ENSMUSG00000000003	Pbsn	NE	NE	NE	NE	NE	NE
ENSMUSG00000000028	Cdc45	HE	UND	HE	HE	HE	HE
ENSMUSG00000000031	H19	LE	UND	LE	LE	HE	NE
ENSMUSG00000000037	Scml2	LE	UND	LE	LE	UND	LE
ENSMUSG00000000049	Apoh	NE	LE	UND	NE	LE	LE
ENSMUSG00000000056	Narf	HE	HE	HE	HE	HE	HE
ENSMUSG00000000058	Cav2	UND	NE	UND	UND	UND	UND
ENSMUSG00000000078	Klf6	HE	HE	HE	HE	HE	HE
ENSMUSG00000000085	Scmh1	HE	HE	HE	HE	HE	HE
ENSMUSG00000000088	Cox5a	HE	HE	HE	HE	HE	HE
ENSMUSG00000000093	Tbx2	HE	UND	UND	LE	LE	UND
ENSMUSG00000000094	Tbx4	NE	LE	LE	NE	LE	NE
ENSMUSG00000000103	Zfy2	NE	LE	NE	NE	NE	NE
ENSMUSG00000000120	Ngfr	UND	LE	LE	NE	LE	LE
ENSMUSG00000000125	Wnt3	UND	UND	UND	LE	LE	LE
ENSMUSG00000000126	Wnt9a	NE	LE	NE	NE	LE	HE
ENSMUSG00000000127	Fer	NE	LE	LE	LE	UND	LE
ENSMUSG00000000131	Xpo6	HE	HE	HE	HE	HE	HE
ENSMUSG00000000134	Tfe3	HE	HE	HE	HE	HE	HE
ENSMUSG00000000142	Axin2	HE	HE	HE	HE	HE	HE
ENSMUSG00000000148	Brat1	HE	HE	HE	HE	HE	HE
ENSMUSG00000000149	Gna12	HE	HE	HE	HE	HE	HE
ENSMUSG00000000154	Slc22a18	LE	LE	UND	NE	LE	UND
ENSMUSG00000000157	Itgb2l	NE	LE	NE	LE	LE	LE
ENSMUSG00000000159	Igsf5	NE	LE	LE	UND	LE	UND
ENSMUSG00000000167	Pih1d2	UND	UND	LE	LE	UND	LE
ENSMUSG00000000168	Dlat	HE	HE	HE	HE	HE	HE
ENSMUSG00000000171	Sdhd	HE	HE	HE	HE	HE	HE
ENSMUSG00000000182	Fgf23	NE	NE	LE	LE	UND	NE
ENSMUSG00000000183	Fgf6	NE	LE	LE	NE	LE	NE
ENSMUSG00000000184	Ccnd2	HE	HE	HE	HE	HE	HE
ENSMUSG00000000194	Gpr107	HE	HE	HE	HE	HE	HE
ENSMUSG00000000197	Nalcn	NE	LE	NE	NE	LE	NE
ENSMUSG00000000202	Btbd17	LE	LE	LE	LE	LE	LE
ENSMUSG00000000204	Slfn4	LE	UND	UND	LE	UND	LE
ENSMUSG00000000214	Th	LE	LE	LE	NE	NE	NE
ENSMUSG00000000215	Ins2	NE	LE	NE	NE	NE	NE
ENSMUSG00000000216	Scnn1g	LE	LE	LE	NE	NE	NE
ENSMUSG00000000223	Drp2	LE	LE	LE	LE	UND	LE
ENSMUSG00000000244	Tspan32	HE	HE	HE	HE	HE	HE
ENSMUSG00000000247	Lhx2	UND	LE	LE	UND	UND	UND
ENSMUSG00000000248	Clec2g	NE	UND	LE	LE	HE	LE
ENSMUSG00000000253	Gmpr	UND	UND	UND	LE	UND	LE
ENSMUSG00000000263	Glra1	NE	UND	LE	NE	LE	NE
ENSMUSG00000000266	Mid2	LE	LE	UND	LE	UND	LE
ENSMUSG00000000275	Trim25	HE	HE	HE	HE	HE	HE
ENSMUSG00000000276	Dgke	UND	HE	HE	HE	HE	HE
ENSMUSG00000000278	Scpep1	HE	UND	UND	HE	HE	HE
ENSMUSG00000000282	Mnt	HE	HE	HE	HE	HE	HE
ENSMUSG00000000290	Itgb2	HE	HE	HE	HE	HE	HE
ENSMUSG00000000295	Hddc2	HE	HE	UND	HE	HE	HE
ENSMUSG00000000296	Tpd52l1	NE	LE	LE	NE	NE	NE
ENSMUSG00000000301	Pemt	UND	UND	UND	UND	UND	UND
ENSMUSG00000000303	Cdh1	UND	LE	UND	UND	LE	UND
ENSMUSG00000000305	Cdh4	LE	LE	LE	NE	LE	NE
ENSMUSG00000000308	Ckmt1	LE	UND	UND	UND	UND	UND
ENSMUSG00000000317	Bcl6b	LE	UND	LE	LE	LE	LE
ENSMUSG00000000318	Clec10a	NE	LE	LE	NE	LE	NE
ENSMUSG00000000320	Alox12	LE	UND	UND	LE	UND	LE
ENSMUSG00000000325	Arvcf	UND	UND	UND	UND	UND	UND
ENSMUSG00000000326	Comt	HE	HE	HE	HE	HE	HE
ENSMUSG00000000339	Rtca	HE	HE	HE	HE	HE	HE
ENSMUSG00000000340	Dbt	HE	HE	UND	HE	HE	HE
ENSMUSG00000000346	Dazap2	HE	HE	HE	HE	HE	HE
ENSMUSG00000000355	Mcts1	HE	HE	HE	HE	HE	HE
ENSMUSG00000000359	Rem1	NE	LE	NE	NE	NE	LE
ENSMUSG00000000365	Rnf17	LE	LE	UND	LE	LE	LE
ENSMUSG00000000374	Trappc10	HE	HE	HE	HE	HE	HE
ENSMUSG00000000378	Ccm2	HE	HE	HE	HE	HE	HE
ENSMUSG00000000381	Wap	LE	UND	UND	NE	LE	LE
ENSMUSG00000000384	Tbrg4	HE	HE	HE	HE	HE	HE
ENSMUSG00000000385	Tmprss2	NE	LE	UND	LE	LE	NE
ENSMUSG00000000386	Mx1	LE	UND	UND	HE	UND	UND
ENSMUSG00000000392	Fap	UND	UND	UND	LE	UND	LE
ENSMUSG00000000394	Gcg	NE	LE	LE	LE	UND	NE
ENSMUSG00000000399	Ndufa9	HE	HE	HE	HE	HE	HE
ENSMUSG00000000402	Egfl6	NE	LE	LE	NE	LE	LE
ENSMUSG00000000409	Lck	HE	HE	HE	HE	HE	HE
ENSMUSG00000000411	Tssk3	LE	UND	UND	LE	UND	LE
ENSMUSG00000000416	Cttnbp2	NE	LE	LE	LE	LE	NE
ENSMUSG00000000420	Galnt1	HE	HE	HE	HE	HE	HE
ENSMUSG00000000435	Myf5	NE	LE	LE	NE	NE	NE
ENSMUSG00000000439	Mkrn2	HE	HE	HE	HE	HE	HE
ENSMUSG00000000440	Pparg	LE	LE	UND	UND	UND	UND
ENSMUSG00000000441	Raf1	HE	HE	HE	HE	HE	HE
ENSMUSG00000000486	Sept1	HE	HE	HE	HE	HE	HE
ENSMUSG00000000489	Pdgfb	HE	UND	UND	HE	HE	UND
ENSMUSG00000000530	Acvrl1	UND	HE	UND	HE	HE	HE
ENSMUSG00000000531	Grasp	HE	HE	HE	UND	UND	HE
ENSMUSG00000000532	Acvr1b	HE	HE	HE	HE	HE	HE
ENSMUSG00000000538	Tom1l2	HE	HE	HE	HE	HE	HE
ENSMUSG00000000544	Gpa33	LE	LE	LE	NE	LE	NE
ENSMUSG00000000552	Zfp385a	UND	UND	UND	UND	HE	UND
ENSMUSG00000000555	Itga5	HE	UND	HE	UND	HE	UND
ENSMUSG00000000560	Gabra2	NE	NE	LE	NE	LE	NE
ENSMUSG00000000561	Wdr77	HE	HE	HE	HE	HE	HE
ENSMUSG00000000562	Adora3	NE	LE	LE	HE	UND	UND
ENSMUSG00000000563	Atp5f1	HE	HE	HE	HE	HE	HE
ENSMUSG00000000567	Sox9	LE	LE	NE	NE	LE	NE
ENSMUSG00000000568	Hnrnpd	HE	HE	HE	HE	HE	HE
ENSMUSG00000000579	Dynlt1c	LE	UND	UND	UND	UND	UND
ENSMUSG00000000581	C1d	HE	HE	HE	HE	HE	HE
ENSMUSG00000000594	Gm2a	HE	HE	HE	HE	HE	HE
ENSMUSG00000000600	Krit1	HE	HE	HE	HE	HE	HE
ENSMUSG00000000605	Clcn4-2	HE	HE	HE	HE	HE	HE
ENSMUSG00000000606	Vmn2r88	NE	NE	NE	NE	LE	NE
ENSMUSG00000000617	Grm6	LE	UND	UND	UND	UND	LE
ENSMUSG00000000627	Sema4f	HE	HE	UND	HE	HE	HE
ENSMUSG00000000628	Hk2	UND	UND	UND	HE	HE	UND
ENSMUSG00000000631	Myo18a	HE	HE	HE	HE	HE	HE
ENSMUSG00000000632	Sez6	LE	LE	LE	NE	LE	LE
ENSMUSG00000000673	Haao	HE	UND	UND	HE	UND	UND
ENSMUSG00000000682	Cd52	HE	HE	HE	HE	HE	HE
ENSMUSG00000000686	Abhd15	HE	UND	UND	UND	HE	UND
ENSMUSG00000000690	Hoxb6	LE	UND	NE	NE	LE	NE
ENSMUSG00000000693	Loxl3	LE	LE	UND	LE	UND	LE
ENSMUSG00000000701	Tcl1b5	NE	NE	NE	NE	NE	NE
ENSMUSG00000000706	Btn1a1	NE	LE	LE	NE	LE	LE
ENSMUSG00000000708	Kat2b	HE	HE	HE	HE	HE	HE
ENSMUSG00000000711	Rab5b	HE	HE	HE	HE	HE	HE
ENSMUSG00000000724	Cryba1	NE	UND	UND	LE	UND	LE
ENSMUSG00000000730	Dnmt3l	NE	LE	NE	LE	LE	UND
ENSMUSG00000000731	Aire	LE	UND	UND	UND	LE	UND
ENSMUSG00000000732	Icosl	UND	HE	HE	HE	UND	HE
ENSMUSG00000000738	Spg7	HE	HE	HE	HE	HE	HE
ENSMUSG00000000739	Sult5a1	NE	LE	LE	LE	NE	UND
ENSMUSG00000000740	Rpl13	HE	HE	HE	HE	HE	HE
ENSMUSG00000000743	Chmp1a	HE	HE	HE	HE	HE	HE
ENSMUSG00000000751	Rpa1	HE	HE	HE	HE	HE	HE
ENSMUSG00000000753	Serpinf1	UND	UND	UND	HE	HE	HE
ENSMUSG00000000759	Tubgcp3	HE	HE	HE	HE	HE	HE
ENSMUSG00000000766	Oprm1	LE	UND	UND	LE	UND	LE
ENSMUSG00000000776	Polr3d	HE	HE	HE	HE	HE	HE
ENSMUSG00000000782	Tcf7	HE	HE	HE	HE	HE	HE
ENSMUSG00000000787	Ddx3x	HE	HE	HE	HE	HE	HE
ENSMUSG00000000791	Il12rb1	HE	UND	HE	HE	HE	HE
ENSMUSG00000000792	Slc5a5	NE	UND	LE	LE	UND	NE
ENSMUSG00000000794	Kcnn3	NE	LE	NE	NE	LE	LE
ENSMUSG00000000804	Usp32	HE	HE	HE	HE	HE	HE
ENSMUSG00000000805	Car4	UND	LE	NE	NE	NE	NE
ENSMUSG00000000811	Txnrd3	UND	HE	UND	UND	UND	UND
ENSMUSG00000000817	Fasl	HE	HE	UND	HE	UND	UND
ENSMUSG00000000823	Znf512b	HE	HE	HE	HE	HE	HE
ENSMUSG00000000826	Dnajc5	HE	HE	HE	HE	HE	HE
ENSMUSG00000000827	Tpd52l2	HE	HE	HE	HE	HE	HE
ENSMUSG00000000838	Fmr1	HE	HE	HE	HE	HE	HE
ENSMUSG00000000861	Bcl11a	LE	LE	UND	NE	UND	NE
ENSMUSG00000000869	Il4	UND	UND	UND	UND	HE	HE
ENSMUSG00000000876	Pxmp4	HE	HE	UND	HE	HE	HE
ENSMUSG00000000881	Dlg3	UND	UND	UND	HE	UND	UND
ENSMUSG00000000884	Gnb1l	UND	UND	UND	UND	UND	UND
ENSMUSG00000000889	Dbh	NE	NE	LE	NE	NE	NE
ENSMUSG00000000901	Mmp11	HE	UND	UND	UND	HE	UND
ENSMUSG00000000902	Smarcb1	HE	HE	HE	HE	HE	HE
ENSMUSG00000000903	Vpreb3	UND	UND	UND	UND	UND	UND
ENSMUSG00000000915	Hip1r	HE	HE	HE	HE	HE	HE
ENSMUSG00000000916	Nsun5	HE	HE	HE	HE	HE	HE
ENSMUSG00000000934	Top1mt	HE	HE	UND	UND	HE	UND
ENSMUSG00000000938	Hoxa10	LE	LE	NE	NE	LE	LE
ENSMUSG00000000942	Hoxa4	UND	UND	LE	LE	UND	LE
ENSMUSG00000000948	Snrpn	NE	LE	UND	LE	LE	LE
ENSMUSG00000000957	Mmp14	UND	UND	UND	UND	UND	UND
ENSMUSG00000000958	Slc7a7	UND	UND	UND	UND	UND	UND
ENSMUSG00000000959	Oxa1l	HE	HE	HE	HE	HE	HE
ENSMUSG00000000976	Heatr6	HE	HE	HE	HE	HE	HE
ENSMUSG00000000982	Ccl3	UND	UND	UND	UND	HE	LE
ENSMUSG00000000983	Wfdc18	UND	LE	NE	NE	UND	NE
ENSMUSG00000001014	Icam4	NE	NE	NE	NE	NE	NE
ENSMUSG00000001016	Ilf2	HE	HE	HE	HE	HE	HE
ENSMUSG00000001017	Chtop	HE	HE	HE	HE	HE	HE
ENSMUSG00000001018	Snapin	HE	HE	HE	HE	HE	HE
ENSMUSG00000001020	S100a4	HE	UND	HE	HE	HE	HE
ENSMUSG00000001021	S100a3	LE	NE	UND	UND	UND	UND
ENSMUSG00000001023	S100a5	NE	NE	NE	NE	NE	LE
ENSMUSG00000001025	S100a6	HE	HE	HE	HE	HE	HE
ENSMUSG00000001027	Scn4a	NE	UND	UND	LE	LE	LE
ENSMUSG00000001029	Icam2	HE	HE	HE	HE	HE	HE
ENSMUSG00000001034	Mapk7	HE	HE	HE	HE	HE	HE
ENSMUSG00000001036	Epn2	UND	UND	UND	LE	UND	UND
ENSMUSG00000001039	B9d1	UND	UND	UND	HE	HE	UND
ENSMUSG00000001052	Sec24b	HE	HE	HE	HE	HE	HE
ENSMUSG00000001053	N4bp3	HE	UND	UND	HE	HE	UND
ENSMUSG00000001054	Rmnd5b	HE	HE	HE	HE	HE	HE
ENSMUSG00000001056	Nhp2	HE	HE	HE	HE	HE	HE
ENSMUSG00000001062	Vps9d1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001065	Zfp276	HE	HE	HE	HE	HE	HE
ENSMUSG00000001076	C1ql4	NE	LE	NE	LE	LE	NE
ENSMUSG00000001082	Mfsd10	HE	HE	HE	HE	HE	HE
ENSMUSG00000001089	Luzp1	UND	UND	UND	UND	HE	UND
ENSMUSG00000001095	Slc13a2	LE	LE	NE	LE	LE	LE
ENSMUSG00000001098	Kctd10	HE	HE	HE	HE	HE	HE
ENSMUSG00000001100	Poldip2	HE	HE	HE	HE	HE	HE
ENSMUSG00000001103	Sebox	NE	NE	LE	NE	UND	LE
ENSMUSG00000001105	Ift20	HE	HE	HE	HE	HE	HE
ENSMUSG00000001119	Col6a1	UND	LE	NE	LE	LE	UND
ENSMUSG00000001120	Pcbp3	HE	HE	UND	UND	HE	UND
ENSMUSG00000001123	Lgals9	HE	HE	HE	HE	HE	HE
ENSMUSG00000001127	Araf	HE	HE	HE	HE	HE	HE
ENSMUSG00000001128	Cfp	HE	HE	HE	UND	HE	HE
ENSMUSG00000001131	Timp1	UND	UND	UND	UND	HE	UND
ENSMUSG00000001134	Uxt	HE	UND	UND	HE	HE	HE
ENSMUSG00000001138	Cnnm3	HE	HE	HE	HE	HE	HE
ENSMUSG00000001143	Lman2l	HE	HE	HE	HE	HE	HE
ENSMUSG00000001150	Mcm3ap	HE	HE	HE	HE	HE	HE
ENSMUSG00000001151	Pcnt	HE	HE	HE	HE	HE	HE
ENSMUSG00000001155	Ftcd	NE	LE	NE	LE	LE	UND
ENSMUSG00000001156	Mxd1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001157	Gmcl1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001158	Snrnp27	HE	HE	HE	HE	HE	HE
ENSMUSG00000001166	Oas1c	UND	UND	HE	HE	UND	HE
ENSMUSG00000001168	Oas1h	NE	LE	LE	NE	NE	NE
ENSMUSG00000001173	Ocrl	HE	HE	UND	UND	HE	HE
ENSMUSG00000001175	Calm1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001211	Agpat3	HE	HE	HE	HE	HE	HE
ENSMUSG00000001225	Slc26a3	NE	LE	LE	NE	LE	LE
ENSMUSG00000001227	Sema6b	UND	UND	UND	UND	UND	UND
ENSMUSG00000001228	Uhrf1	HE	UND	HE	HE	HE	HE
ENSMUSG00000001229	Dpp9	HE	HE	HE	HE	HE	HE
ENSMUSG00000001240	Ramp2	NE	UND	LE	LE	LE	NE
ENSMUSG00000001247	Lsr	UND	UND	UND	HE	UND	UND
ENSMUSG00000001248	Gramd1a	HE	HE	HE	HE	HE	HE
ENSMUSG00000001249	Hpn	HE	UND	UND	LE	UND	LE
ENSMUSG00000001260	Gabrg1	NE	NE	LE	NE	LE	NE
ENSMUSG00000001270	Ckb	HE	HE	HE	HE	HE	HE
ENSMUSG00000001280	Sp1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001281	Itgb7	HE	HE	HE	HE	HE	HE
ENSMUSG00000001285	Myg1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001288	Rarg	HE	HE	HE	UND	HE	HE
ENSMUSG00000001289	Pfdn5	HE	HE	HE	HE	HE	HE
ENSMUSG00000001300	Efnb2	LE	UND	UND	UND	UND	UND
ENSMUSG00000001305	Rrp15	HE	HE	UND	UND	HE	HE
ENSMUSG00000001313	Rnd2	UND	UND	UND	UND	UND	UND
ENSMUSG00000001323	Srr	UND	UND	UND	UND	HE	UND
ENSMUSG00000001333	Sync	LE	UND	UND	LE	UND	LE
ENSMUSG00000001334	Fndc5	NE	UND	LE	LE	UND	LE
ENSMUSG00000001348	Acp5	HE	HE	HE	HE	HE	HE
ENSMUSG00000001349	Cnn1	LE	LE	UND	LE	UND	LE
ENSMUSG00000001366	Fbxo9	HE	HE	HE	HE	HE	HE
ENSMUSG00000001376	Ccdc132	HE	HE	UND	HE	HE	HE
ENSMUSG00000001379	Apbb3	HE	HE	HE	HE	HE	HE
ENSMUSG00000001380	Hars	HE	HE	HE	HE	HE	HE
ENSMUSG00000001383	Zmat2	HE	HE	HE	HE	HE	HE
ENSMUSG00000001403	Ube2c	HE	UND	HE	HE	HE	HE
ENSMUSG00000001415	Smg5	HE	HE	HE	HE	HE	HE
ENSMUSG00000001416	Cct3	HE	HE	HE	HE	HE	HE
ENSMUSG00000001417	Rhbg	NE	UND	LE	NE	LE	LE
ENSMUSG00000001418	0610031J06Rik	HE	HE	HE	HE	HE	HE
ENSMUSG00000001419	Mef2d	HE	HE	HE	HE	HE	HE
ENSMUSG00000001420	Tmem79	LE	LE	LE	UND	UND	UND
ENSMUSG00000001424	Snd1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001435	Col18a1	UND	UND	UND	UND	UND	UND
ENSMUSG00000001436	Slc19a1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001440	Kpnb1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001441	Npepps	HE	HE	HE	HE	HE	HE
ENSMUSG00000001444	Tbx21	UND	UND	UND	HE	UND	UND
ENSMUSG00000001445	Mrpl10	HE	HE	HE	HE	HE	HE
ENSMUSG00000001467	Cyp51	HE	HE	HE	HE	HE	HE
ENSMUSG00000001472	Tcf25	HE	HE	HE	HE	HE	HE
ENSMUSG00000001473	Tubb6	HE	UND	UND	HE	HE	HE
ENSMUSG00000001482	Def8	HE	HE	HE	HE	HE	HE
ENSMUSG00000001493	Meox1	NE	LE	LE	NE	LE	NE
ENSMUSG00000001494	Sost	LE	LE	NE	NE	NE	NE
ENSMUSG00000001496	Nkx2-1	LE	LE	LE	NE	LE	NE
ENSMUSG00000001497	Pax9	LE	LE	LE	LE	LE	NE
ENSMUSG00000001504	Irx2	LE	LE	NE	NE	LE	NE
ENSMUSG00000001506	Col1a1	LE	LE	UND	LE	UND	UND
ENSMUSG00000001507	Itga3	UND	UND	UND	HE	HE	HE
ENSMUSG00000001508	Sgca	LE	LE	NE	NE	LE	LE
ENSMUSG00000001510	Dlx3	NE	LE	LE	NE	LE	NE
ENSMUSG00000001517	Foxm1	HE	UND	HE	HE	HE	HE
ENSMUSG00000001518	Itfg2	HE	HE	HE	HE	HE	HE
ENSMUSG00000001520	Nrip2	LE	UND	UND	UND	UND	UND
ENSMUSG00000001521	Tulp3	HE	UND	UND	HE	HE	HE
ENSMUSG00000001524	Gtf2h4	HE	HE	HE	HE	HE	HE
ENSMUSG00000001525	Tubb5	HE	HE	HE	HE	HE	HE
ENSMUSG00000001542	Ell2	HE	HE	UND	HE	HE	HE
ENSMUSG00000001552	Jup	HE	HE	UND	UND	HE	UND
ENSMUSG00000001555	Fkbp10	UND	UND	UND	LE	UND	LE
ENSMUSG00000001558	Klhl10	LE	UND	UND	LE	UND	LE
ENSMUSG00000001566	Mnx1	NE	UND	NE	NE	LE	LE
ENSMUSG00000001569	Nom1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001576	Ergic1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001583	Tnk1	LE	UND	UND	LE	UND	LE
ENSMUSG00000001588	Acap1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001604	Tcea3	UND	LE	UND	LE	LE	UND
ENSMUSG00000001622	Csn3	NE	LE	NE	NE	LE	NE
ENSMUSG00000001627	Ifrd1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001630	Stk38l	HE	HE	UND	HE	HE	UND
ENSMUSG00000001632	Brpf1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001642	Akr1b3	HE	HE	HE	HE	HE	HE
ENSMUSG00000001655	Hoxc13	NE	LE	NE	NE	LE	LE
ENSMUSG00000001656	Hoxc11	NE	LE	NE	NE	NE	NE
ENSMUSG00000001657	Hoxc8	NE	LE	LE	NE	LE	LE
ENSMUSG00000001661	Hoxc6	NE	LE	NE	NE	LE	NE
ENSMUSG00000001663	Gstt1	LE	NE	LE	HE	HE	UND
ENSMUSG00000001665	Gstt3	UND	LE	UND	UND	UND	HE
ENSMUSG00000001666	Ddt	HE	HE	UND	HE	HE	UND
ENSMUSG00000001670	Tat	NE	UND	LE	NE	LE	NE
ENSMUSG00000001672	Marveld3	NE	LE	UND	LE	LE	UND
ENSMUSG00000001674	Ddx18	HE	HE	HE	HE	HE	HE
ENSMUSG00000001687	Ubl3	HE	HE	HE	HE	HE	HE
ENSMUSG00000001700	Gramd3	HE	HE	HE	HE	HE	HE
ENSMUSG00000001707	Eef1e1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001729	Akt1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001739	Cldn15	LE	UND	UND	LE	UND	LE
ENSMUSG00000001741	Il16	HE	HE	HE	HE	HE	HE
ENSMUSG00000001750	Tcirg1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001751	Naglu	HE	HE	HE	HE	HE	HE
ENSMUSG00000001755	Coasy	HE	UND	HE	HE	HE	HE
ENSMUSG00000001761	Smo	HE	UND	UND	HE	HE	HE
ENSMUSG00000001763	Tspan33	LE	UND	UND	LE	UND	LE
ENSMUSG00000001767	Crnkl1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001768	Rin2	UND	UND	UND	UND	HE	UND
ENSMUSG00000001773	Folh1	NE	NE	NE	NE	NE	NE
ENSMUSG00000001774	Chordc1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001783	D10Wsu52e	HE	HE	HE	HE	HE	HE
ENSMUSG00000001785	Pwp1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001786	Fbxo7	HE	HE	HE	HE	HE	HE
ENSMUSG00000001794	Capns1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001802	Lrp3	NE	LE	UND	NE	LE	NE
ENSMUSG00000001804	Dsg4	NE	NE	LE	LE	LE	NE
ENSMUSG00000001815	Evx2	UND	LE	NE	NE	LE	NE
ENSMUSG00000001819	Hoxd13	NE	LE	LE	NE	LE	NE
ENSMUSG00000001823	Hoxd12	NE	LE	NE	NE	LE	NE
ENSMUSG00000001827	Folr1	NE	LE	NE	NE	LE	NE
ENSMUSG00000001829	Clpb	HE	HE	UND	HE	HE	HE
ENSMUSG00000001833	Sept7	HE	HE	HE	HE	HE	HE
ENSMUSG00000001844	Zdhhc4	HE	HE	HE	HE	HE	HE
ENSMUSG00000001847	Rac1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001855	Nup214	HE	HE	HE	HE	HE	HE
ENSMUSG00000001864	Aif1l	UND	LE	LE	LE	UND	LE
ENSMUSG00000001865	Cpa3	NE	LE	HE	LE	LE	HE
ENSMUSG00000001870	Ltbp1	UND	LE	UND	NE	LE	NE
ENSMUSG00000001891	Ugp2	HE	HE	HE	HE	HE	HE
ENSMUSG00000001901	Kcnh6	LE	UND	UND	LE	LE	LE
ENSMUSG00000001909	Trmt1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001910	Nacc1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001911	Nfix	HE	HE	UND	UND	HE	UND
ENSMUSG00000001918	Slc1a5	HE	HE	HE	HE	HE	HE
ENSMUSG00000001924	Uba1	HE	HE	HE	HE	HE	HE
ENSMUSG00000001930	Vwf	LE	LE	LE	LE	LE	LE
ENSMUSG00000001942	Siae	HE	UND	UND	HE	HE	HE
ENSMUSG00000001943	Vsig2	UND	UND	UND	NE	LE	LE
ENSMUSG00000001946	Esam	NE	UND	UND	NE	UND	LE
ENSMUSG00000001948	Spa17	UND	LE	UND	LE	UND	LE
ENSMUSG00000001962	Fam50a	HE	HE	HE	HE	HE	HE
ENSMUSG00000001964	Emd	HE	HE	HE	HE	HE	HE
ENSMUSG00000001983	Taco1	HE	HE	UND	HE	HE	HE
ENSMUSG00000001985	Grik3	LE	LE	LE	NE	LE	NE
ENSMUSG00000001986	Gria3	UND	UND	UND	LE	UND	LE
ENSMUSG00000001988	Npas1	UND	UND	UND	UND	UND	UND
ENSMUSG00000001995	Sipa1l2	UND	HE	HE	UND	UND	UND
ENSMUSG00000001998	Ap4e1	UND	HE	HE	HE	HE	HE
ENSMUSG00000001999	Blvra	HE	HE	HE	HE	HE	HE
ENSMUSG00000002006	Pdzd4	UND	UND	UND	UND	UND	UND
ENSMUSG00000002007	Srpk3	NE	UND	UND	LE	UND	LE
ENSMUSG00000002010	Idh3g	HE	HE	HE	HE	HE	HE
ENSMUSG00000002012	Pnck	LE	UND	UND	LE	LE	LE
ENSMUSG00000002014	Ssr4	HE	HE	HE	HE	HE	HE
ENSMUSG00000002015	Bcap31	HE	HE	HE	HE	HE	HE
ENSMUSG00000002017	Fam98a	HE	HE	HE	HE	HE	HE
ENSMUSG00000002020	Ltbp2	LE	LE	LE	LE	LE	LE
ENSMUSG00000002028	Mll1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002031	Ift46	HE	HE	HE	HE	HE	HE
ENSMUSG00000002032	Tmem25	LE	UND	UND	UND	UND	UND
ENSMUSG00000002033	Cd3g	HE	HE	HE	HE	HE	HE
ENSMUSG00000002043	Trappc6a	HE	HE	HE	HE	HE	HE
ENSMUSG00000002052	Supt6	HE	HE	HE	HE	HE	HE
ENSMUSG00000002055	Spag5	HE	UND	UND	HE	HE	HE
ENSMUSG00000002057	Foxn1	NE	LE	NE	NE	LE	NE
ENSMUSG00000002058	Unc119	HE	HE	HE	HE	HE	HE
ENSMUSG00000002059	Rab34	HE	UND	UND	UND	UND	UND
ENSMUSG00000002064	Sdf2	HE	HE	HE	HE	HE	HE
ENSMUSG00000002068	Ccne1	HE	UND	UND	HE	HE	HE
ENSMUSG00000002076	Hsf2bp	UND	UND	UND	UND	UND	UND
ENSMUSG00000002083	Bbc3	HE	HE	HE	HE	HE	HE
ENSMUSG00000002100	Mybpc3	LE	HE	UND	LE	UND	LE
ENSMUSG00000002102	Psmc3	HE	HE	HE	HE	HE	HE
ENSMUSG00000002103	Acp2	HE	UND	UND	HE	HE	HE
ENSMUSG00000002104	Rapsn	UND	UND	UND	UND	UND	HE
ENSMUSG00000002105	Slc39a13	HE	HE	HE	HE	HE	HE
ENSMUSG00000002107	Celf2	HE	HE	HE	HE	HE	HE
ENSMUSG00000002108	Nr1h3	UND	UND	UND	UND	UND	UND
ENSMUSG00000002109	Ddb2	HE	HE	HE	HE	HE	HE
ENSMUSG00000002111	Sfpi1	LE	UND	UND	NE	LE	LE
ENSMUSG00000002129	Sf3a1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002147	Stat6	HE	HE	HE	HE	HE	HE
